docs_id,doc_code,projection_apa,res_fields,dbases,if_info,scopus_info,pub_year
2920101,S5,"Babickienė, Z. (2010). Pastraipų kūrimas indukcijos ir dedukcijos aspektu. <i><i>Specialybės kalba: sakinys ir tekstas: mokslinių straipsnių rinkinys</i></i>, 13-21. Žiūrėta 2010 m. gruodžio 10 d. per <a target=""_blank"" href=""http://docs.google.com/viewer?a=v&q=cache:wGXOn4cQrxgJ:www.mruni.eu/lt/padaliniai/centrai/leidybos_centras/leidiniai/dl_n.php%3Fsfile%3D269035%26id%3D98265+specialyb%C4%97s+kalba:+sakinys+ir+tekstas&hl=lt&gl=lt&pid=bl&srcid=ADGEESj7GMAoJuFSsH1rb3t5tT41INd0-OF5AkHkClLF4n3PRofm1_BgWTpnuXhbFlVgiK2_ogEEhEJbFIvq02wjX3C_mtZnKgsMd49ebdisYgCe9H-C3ArBzjTefdflNhzaxwNBwa1D&sig=AHIEtbQbI0anQhFkSqkcOYWF6xRVV_F-nw"">http://docs.google.com/viewer?a=v&q=cache:wGXOn4cQrxgJ:www.mruni.eu/lt/padaliniai/centrai/leidybos_centras/leidiniai/dl_n.php%3Fsfile%3D269035%26id%3D98265+specialyb%C4%97s+kalba:+sakinys+ir+tekstas&hl=lt&gl=lt&pid=bl&srcid=ADGEESj7GMAoJuFSsH1rb3t5tT41INd0-OF5AkHkClLF4n3PRofm1_BgWTpnuXhbFlVgiK2_ogEEhEJbFIvq02wjX3C_mtZnKgsMd49ebdisYgCe9H-C3ArBzjTefdflNhzaxwNBwa1D&sig=AHIEtbQbI0anQhFkSqkcOYWF6xRVV_F-nw</a>",H 004,,,,2010
2955566,S3,"Veršinskas, R., Morkūnienė, A. ir Avižonienė, G. (2010). Mykolo Romerio universiteto Viešojo saugumo fakulteto studentų ir Lietuvos valstybės sienos apsaugos tarnybos darbuotojų fizinio pasirengimo lyginamoji analizė. <i><i>Vadyba: mokslo tiriamieji darbai</i></i>, 1, 163-166.",S 007,CEEOL – Central and Eastern European Online Library; IndexCopernicus,,,2010
3028099,S2,"Da Silva Pereira, P. A., Úbeda, X., & Baltrėnaitė, E. (2010). Mapping total nitrogen in ash after a wildland fire: a microplot analysis. <i><i>Ekologija = Ecology</i></i>, <i>56</i>(3-4), 144-152. doi:<a target=""_blank"" href=""https://doi.org/10.2478/v10055-010-0020-x"">10.2478/v10055-010-0020-x</a>",N 012; T 004,VINITI; Biological Sciences Database; CSA; ISI Master Journal List,,,2010
3028886,S5,"Da Silva Pereira, P. A., & Úbeda, X. (2010). Efectos del fuego en la relación de absorción de sodio (SAR) de la solución liberada por las cenizas y sus potenciales efectos en la erosión del suelo. Estudio a escala de microparcela. <i><i>Avances de la geomorfología en España, 2008-2010. XI reunión nacional de geomorfología Solsona, 20-24 Septiembre 2010</i></i>, 165-168.",N 012,,,,2010
3031487,S3,"Snitka, V., Mizarienė, V., Bružaitė, I., Lendraitis, V., & Račkaitis, M. (2010). Synthesis and characterisation of porphyrin nanotubes obtained by ionic self-assembly. <i><i>International Journal of Nanomanufacturing</i></i>, <i>5</i>(1-2), 194-204. doi:<a target=""_blank"" href=""https://doi.org/10.1504/IJNM.2010.029936"">10.1504/IJNM.2010.029936</a>",T 008; N 004,Scopus; Compendex,,"SNIP: 0,145, SJR: 0,118 (2010, Scopus Sources)",2010
3031530,S3,"Bružaitė, I., Snitka, V., Mizarienė, V., Limanauskas, L., & Lendraitis, V. (2010). Porphyrin controlled anisotropic and dendritic growth of thallium chloride crystals. <i><i>International Journal of Nanomanufacturing</i></i>, <i>5</i>(1-2), 205-213. Retrieved 2010, February 11, from <a target=""_blank"" href=""http://www.inderscience.com/storage/f451162810127319.pdf"">http://www.inderscience.com/storage/f451162810127319.pdf</a>",T 008; N 004,Scopus; Compendex,,"SNIP: 0,145, SJR: 0,118 (2010, Scopus Sources)",2010
3038370,S1,"Bansevicius1,, R., Drukteiniene, A., Kulvietis, G., & Mazeika, D. (2010). Switching leg method for trajectory planning of mobile piezorobot. <i><i>Journal of Vibroengineering</i></i>, <i>12</i>(1), 26-33. Retrieved 2010, April 20, from <a target=""_blank"" href=""https://www.jvejournals.com/article/10354"">https://www.jvejournals.com/article/10354</a>",T 009; T 007,Scopus; Computers & Applied Sciences Complete; Science Citation Index Expanded (Web of Science),"IF: 0,323, AIF: 1,847, Q4 (2010, InCites JCR SCIE)","SNIP: 0,341, SJR: 0,240 (2010, Scopus Sources)",2010
3038649,S1,"Ragulskis, K., Paškevičius, P., Ragulskienė, J., Maskeliūnas, R., & Zubavičius, L. (2010). Comparison of different strategies of integration of vibrating systems. <i><i>Journal of Vibroengineering</i></i>, <i>12</i>(1), 42-49.",T 009,Academic Search Complete; Scopus; Computers & Applied Sciences Complete; INSPEC; Science Citation Index Expanded (Web of Science),"IF: 0,323, AIF: 1,847, Q4 (2010, InCites JCR SCIE)","SNIP: 0,341, SJR: 0,240 (2010, Scopus Sources)",2010
3041216,S3,"Šliupas, R., & Simanavičienė, Ž. (2010). The effect of real estate speculation on the growth of economics in transition countries. <i><i>Economics and management = Ekonomika ir vadyba [elektroninis išteklius]</i></i>, 15, 295-301.",S 004,TOC Premier; Current Abstracts; Business Source Complete,,,2010
3048287,S1,"Liaudanskienė, R., Varnas, N., & Ustinovičius, L. (2010). Modelling the application of workplace safety and health act in Lithuanian construction sector. <i><i>Ūkio technologinis ir ekonominis vystymas = Technological and economic development of economy = Die Technologische und Wirtschaftliche Entwiklung der Volkswirtschaft</i></i>, <i>16</i>(2), 233-253. doi:<a target=""_blank"" href=""https://doi.org/10.3846/tede.2010.15"">10.3846/tede.2010.15</a>",T 002; S 004; S 003,CSA Technology Research Database; Scopus; CSA; Social Sciences Citation Index (Web of Science); Business Source Complete; ICONDA; Ebsco,"IF: 5,605, AIF: 1,188, Q1 (2010, InCites JCR SSCI)","SNIP: 0,920, SJR: 1,553 (2010, Scopus Sources)",2010
3063017,S5,"Simanavičienė, Ž., & Šliupas, R. (2010). Seasonal trends in Lithuanian stock market. <i><i>Trends economics and management = Trendy ekonomiky a managementu</i></i>, <i>4</i>(6), 38-47.",S 004,,,,2010
3081478,S1,"Augustinaitis, A. (2010). Kūrybinis žinojimas kompleksinėse aplinkose: kūrybiškumo sudaiktinimas, medijavimas ir vizualizavimas. <i><i>Filosofija. Sociologija = Philosophy, sociology</i></i>, <i>21</i>(3), 189-202. Žiūrėta 2012 m. spalio 04 d. per <a target=""_blank"" href=""http://www.lmaleidykla.lt/publ/0235-7186/2010/3/189-202.pdf"">http://www.lmaleidykla.lt/publ/0235-7186/2010/3/189-202.pdf</a>",H 001,Arts & Humanities Citation Index (Web of Science); Scopus; Social Sciences Citation Index (Web of Science); SocINDEX with Full Text,"IF: 0,179, AIF: 0,923, Q4 (2010, InCites JCR SSCI)","SNIP: 0,000, SJR: 0,341 (2010, Scopus Sources)",2010
3086879,S5,"Chlivickas, E., Papšienė, P. ir Papšys, A. (2010). Žmogiškieji ištekliai: strateginio valdymo aspektai. <i><i>Verslas, vadyba ir studijos 2009: mokslo darbai = Business, management and education 2009: research papers</i></i>, 51-65.",S 004; S 003,,,,2010
3090896,S5,"Kulvietis, G., Tumasonienė, I., Bansevičius, R. P., Grigoravicius, A., Jūrėnas, V., & Navickaitė, S. (2010). Geometry optimization of piezoceramic laser shutter. <i><i>International Journal of Mechanics</i></i>, <i>4</i>(3), 63-70. Retrieved 2010, December 14, from <a target=""_blank"" href=""http://www.naun.org/journals/mechanics/19-577.pdf"">http://www.naun.org/journals/mechanics/19-577.pdf</a>",T 009; T 007,,,"SNIP: 0,000, SJR: 0,103 (2010, Scopus Sources)",2010
3094451,S1,"Kudzys, A., & Kliukas, R. (2010). Probability-based design of spun concrete beam-columns. <i><i>Journal of Civil Engineering and Management</i></i>, <i>16</i>(4), 451-461. doi:<a target=""_blank"" href=""https://doi.org/10.3846/jcem.2010.51"">10.3846/jcem.2010.51</a>",T 002,CSA Corrosion Abstracts; Academic Search Complete; CSA Civil Engineering Abstracts; VINITI; METADEX; Scopus; Mechanical & Transportation Engineering Abstracts; Engineered Materials Abstracts; Compendex; INSPEC; Science Citation Index Expanded (Web of Science); ICONDA,"IF: 3,711, AIF: 1,482, Q1 (2010, InCites JCR SCIE)","SNIP: 1,622, SJR: 1,376 (2010, Scopus Sources)",2010
3094533,S1,"Kvedaras, A., & Kudzys, A. (2010). Tubular composite beam-columns of annular cross -sections and their design practice. <i><i>Steel and Composite Structures</i></i>, <i>10</i>(2), 109-128. doi:<a target=""_blank"" href=""https://doi.org/10.12989/scs.2010.10.2.109"">10.12989/scs.2010.10.2.109</a>",T 002,Scopus; Science Citation Index Expanded (Web of Science),"IF: 0,532, AIF: 1,313, Q3 (2010, InCites JCR SCIE)","SNIP: 0,800, SJR: 0,853 (2010, Scopus Sources)",2010
3098571,S1,"Daukšys, M., Skripkiūnas, G., & Grinys, A. (2010). Finely ground quartz sand and plasticizing admixtures influence on rheological properties of portland cement paste. <i><i>Materials science = Medžiagotyra</i></i>, <i>16</i>(4), 365-372.",T 008,Scopus; INSPEC; Science Citation Index Expanded (Web of Science),"IF: 0,409, AIF: 2,795, Q4 (2010, InCites JCR SCIE)","SNIP: 0,257, SJR: 0,240 (2010, Scopus Sources)",2010
3104078,S5,"Sėrikovienė, S. ir Kurilov, J. (2010). Matematikos mokymosi objektų daugkartinio panaudojamumo kokybės vertinimas eQNet projekte. <i><i>Lietuvos matematikos rinkinys: Lietuvos matematikų draugijos darbai</i></i>, <i>51</i>, 319-324.",N 001; N 009; T 007,,,,2010
3108582,S5,"Simanavičienė, Ž., & Šliupas, R. (2010). The effect of real estate speculation on the growth of economics in Lithuania. <i><i>Економічний вісник Донбасу: науковий журнал = Economical herald of Donbas quaterly: scientific journal</i></i>, 4, 89-96.",S 003,,,,2010
3155605,S3,"Mačiulis, A. (2010). Iracionalumo apraiškos xx a. užsienio ir Lietuvos architektūroje. <i><i>Urbanistika ir architektūra = Town planning and architecture</i></i>, 34, 151-160. doi:<a target=""_blank"" href=""https://doi.org/10.3846/tpa.2010.15"">10.3846/tpa.2010.15</a>",H 003,CSA/ASCE Civil Engineering Abstracts; Scopus; CSA; ICONDA; Ebsco,,"SNIP: 0,748, SJR: 0,110 (2010, Scopus Sources)",2010
3165522,S5,"Skripkiūnas, G., Sasnauskas, V., Vaičiukynienė, D., & Simonavičius, M. (2010). Hydration of portland cement paste with addition of low quantity of hydrosodalite. <i><i>Energia i šrodowisko w technologiach materialow budowlanych ceramicznych, sklarskich i ogniotrwalych</i></i>, 312-318.",T 002; T 008,,,,2010
3245166,S5,"Bertašiūtė, R. ir Andriušytė, A. (sudaryt.) (2010). Išsaugokime protėvių dvasią ateinančioms kartoms : Veisiejų regioninio parko sodybos. <i><i>Aplinka: darna, atsakomybė, aplinka</i></i>, 2, 12-15.",H 003,,,,2010
3249265,S4,"Kurilovas, J., & Sėrikovienė, S. (2010). Learning content and software evaluation and personalisation problems. <i><i>Informatics in education</i></i>, <i>9</i>(1), 91-114. Retrieved 2013, January 17, from <a target=""_blank"" href=""http://www.mii.lt/informatics_in_education/pdf/INFE156.pdf"">http://www.mii.lt/informatics_in_education/pdf/INFE156.pdf</a>",T 007; N 001; N 009,Scopus; Directory of Open Access Journals; Education Research Complete; INSPEC,,"SNIP: 0,271, SJR: 0,149 (2010, Scopus Sources)",2010
3249889,S1,"Kaklauskas, A., Zavadskas, E. K., Pruskus, V., Vlasenko, A., Seniut, M., Kaklauskas, G., Matuliauskaitė, A., & Gribniak, V. (2010). Biometric and intelligent self-assessment of student progress system. <i><i>Computers & Education</i></i>, <i>55</i>(2), 821-833. doi:<a target=""_blank"" href=""https://doi.org/10.1016/j.compedu.2010.03.014"">10.1016/j.compedu.2010.03.014</a>",S 003; S 007,ScienceDirect; Science Citation Index Expanded (Web of Science),"IF: 2,617, AIF: 0,906, Q1 (2010, InCites JCR SSCI); IF: 2,617, AIF: 1,624, Q1 (2010, InCites JCR SCIE)","SNIP: 2,511, SJR: 1,665 (2010, Scopus Sources)",2010
3892082,S1,"Kačianauskas, R., Maknickas, A., Kačeniauskas, A., Markauskas, D., & Balevičius, R. (2010). Parallel discrete element simulation of poly-dispersed granular material. <i><i>Advances in Engineering Software</i></i>, <i>41</i>(1), 52-63. doi:<a target=""_blank"" href=""https://doi.org/10.1016/j.advengsoft.2008.12.004"">10.1016/j.advengsoft.2008.12.004</a>",T 007; T 009,ScienceDirect; Compendex; INSPEC; Science Citation Index Expanded (Web of Science); Academic Search Premier,"IF: 1,004, AIF: 1,394, Q3 (2010, InCites JCR SCIE)","SNIP: 1,470, SJR: 0,593 (2010, Scopus Sources)",2010
3893038,S6,"Daniūnas, A., Kliukas, R. ir Prentkovskis, O. (2010). Priėmimo į pirmosios pakopos ir vientisąsias studijas rezultatai antraisiais mokslo ir studijų metais. <i><i>Gedimino universitetas</i></i>, <i>priedas ""Studijos""</i>(Nr. 4-5), 1-23.",0,,,,2010
3893617,S3,"Balčiūnas, D. (2010). Mobilaus duomenų perdavimo sistemų paslaugų pasiekiamumo užtikrinimo tyrimas. <i><i>Mokslas – Lietuvos ateitis = Science – future of Lithuania: Elektronika ir elektrotechnika</i></i>, <i>2</i>(1), 81-84. doi:<a target=""_blank"" href=""https://doi.org/10.3846/mla.2010.018"">10.3846/mla.2010.018</a>",T 001,IndexCopernicus,,,2010
3895315,S5,"Samalavičius, A. L. (2010). Ričardas Gavelis (8 November 1950 - 18 August 2002). <i><i>Twenty-first-century Central and Eastern European writers</i></i>, 81-84.",H 003,,,,2010
3899254,S1,"Balevičius, R. (2010). An average stress strain approach to creep analysis of RC uncracked elements. <i><i>Mechanics of Time-Dependent Materials</i></i>, <i>14</i>(1), 69-89. doi:<a target=""_blank"" href=""https://doi.org/10.1007/s11043-009-9093-x"">10.1007/s11043-009-9093-x</a>",T 002,Science Citation Index Expanded (Web of Science),"IF: 0,955, AIF: 1,140, Q1 (2010, InCites JCR SCIE)","SNIP: 1,696, SJR: 0,858 (2010, Scopus Sources)",2010
3900282,S3,"Matuzevičius, D. (2010). Automatinė dvimatės elektroforezės gelių su mažiausiais geometriniais iškraipymais atranka. <i><i>Mokslas – Lietuvos ateitis = Science – future of Lithuania: Elektronika ir elektrotechnika</i></i>, <i>2</i>(1), 9-13. doi:<a target=""_blank"" href=""https://doi.org/10.3846/mla.2010.002"">10.3846/mla.2010.002</a>",T 001,IndexCopernicus,,,2010
3900301,S3,"Rokicki, J. (2010). Skeletavimo metodų apžvalga. <i><i>Mokslas – Lietuvos ateitis = Science – future of Lithuania: Elektronika ir elektrotechnika</i></i>, <i>2</i>(1), 19-22. doi:<a target=""_blank"" href=""https://doi.org/10.3846/mla.2010.004"">10.3846/mla.2010.004</a>",T 001,IndexCopernicus,,,2010
3900325,S3,"Ivanovas, E. (2010). Biometriniai požymiai asmens atpažinimo sistemose. <i><i>Mokslas – Lietuvos ateitis = Science – future of Lithuania: Elektronika ir elektrotechnika</i></i>, <i>2</i>(1), 23-26. doi:<a target=""_blank"" href=""https://doi.org/10.3846/mla.2010.005"">10.3846/mla.2010.005</a>",T 001,IndexCopernicus,,,2010
3900335,S3,"Vasarevičius, D. (2010). Saulės kolektorių valdymo ir statistinių duomenų surinkimo sistema. <i><i>Mokslas – Lietuvos ateitis = Science – future of Lithuania: Elektronika ir elektrotechnika</i></i>, <i>2</i>(1), 27-31. doi:<a target=""_blank"" href=""https://doi.org/10.3846/mla.2010.006"">10.3846/mla.2010.006</a>",T 001,IndexCopernicus,,,2010
3900345,S3,"Puidokas, V. (2010). Ekonomiškas interpoliatorius ΣΔ SA keitiklyje. <i><i>Mokslas – Lietuvos ateitis = Science – future of Lithuania: Elektronika ir elektrotechnika</i></i>, <i>2</i>(1), 32-35. doi:<a target=""_blank"" href=""https://doi.org/10.3846/mla.2010.007"">10.3846/mla.2010.007</a>",T 001,IndexCopernicus,,,2010
3900355,S3,"Luneckas, T. (2010). Šešiakojo roboto eisenos tyrimas. <i><i>Mokslas – Lietuvos ateitis = Science – future of Lithuania: Elektronika ir elektrotechnika</i></i>, <i>2</i>(1), 36-39. doi:<a target=""_blank"" href=""https://doi.org/10.3846/mla.2010.008"">10.3846/mla.2010.008</a>",T 001,IndexCopernicus,,,2010
3900365,S3,"Ustinavičius, T. (2010). SAK išėjimo signalų pradinis skaitmeninis filtravimas. <i><i>Mokslas – Lietuvos ateitis = Science – future of Lithuania: Elektronika ir elektrotechnika</i></i>, <i>2</i>(1), 45-49. doi:<a target=""_blank"" href=""https://doi.org/10.3846/mla.2010.010"">10.3846/mla.2010.010</a>",T 001,IndexCopernicus,,,2010
3900379,S3,"Vervečka, M. (2010). Jutiklių tinklo duomenų suliejimo metodai. <i><i>Mokslas – Lietuvos ateitis = Science – future of Lithuania: Elektronika ir elektrotechnika</i></i>, <i>2</i>(1), 50-53. doi:<a target=""_blank"" href=""https://doi.org/10.3846/mla.2010.011"">10.3846/mla.2010.011</a>",T 001,IndexCopernicus,,,2010
3900534,S3,"Charlamov, J. (2010). Fazės derinimo kilpos integrinio grandyno projektavimas ir tyrimas. <i><i>Mokslas – Lietuvos ateitis = Science – future of Lithuania: Elektronika ir elektrotechnika</i></i>, <i>2</i>(1), 54-58. doi:<a target=""_blank"" href=""https://doi.org/10.3846/mla.2010.012"">10.3846/mla.2010.012</a>",T 001,IndexCopernicus,,,2010
3900544,S3,"Masiulionis, R. (2010). Deformacijų matavimo balansuojant sroves metodo tyrimas. <i><i>Mokslas – Lietuvos ateitis = Science – future of Lithuania: Elektronika ir elektrotechnika</i></i>, <i>2</i>(1), 68-72. doi:<a target=""_blank"" href=""https://doi.org/10.3846/mla.2010.015"">10.3846/mla.2010.015</a>",T 001,IndexCopernicus,,,2010
3900565,S3,"Vindašius, A. (2010). Tinklų modeliavimas ir emuliavimas NCTUns aplinkoje. <i><i>Mokslas – Lietuvos ateitis = Science – future of Lithuania: Elektronika ir elektrotechnika</i></i>, <i>2</i>(1), 73-76. doi:<a target=""_blank"" href=""https://doi.org/10.3846/mla.2010.016"">10.3846/mla.2010.016</a>",T 001,IndexCopernicus,,,2010
3900575,S3,"Stanaitis, Š. (2010). Intervehicle communication research – communication scenarios. <i><i>Mokslas – Lietuvos ateitis = Science – future of Lithuania: elektronika ir elektrotechnika</i></i>, <i>2</i>(1), 77-80. doi:<a target=""_blank"" href=""https://doi.org/10.3846/mla.2010.017"">10.3846/mla.2010.017</a>",T 001,IndexCopernicus,,,2010
3900620,S3,"Juraitis, S. (2010). Dvimasės elektromechaninės sistemos modelis. <i><i>Mokslas – Lietuvos ateitis = Science – future of Lithuania: Elektronika ir elektrotechnika</i></i>, <i>2</i>(1), 85-89. doi:<a target=""_blank"" href=""https://doi.org/10.3846/mla.2010.019"">10.3846/mla.2010.019</a>",T 001,IndexCopernicus,,,2010
3900666,S3,"Janickas, R. (2010). Srovės erdvinio vektoriaus valdymo modelis. <i><i>Mokslas – Lietuvos ateitis = Science – future of Lithuania: Elektronika ir elektrotechnika</i></i>, <i>2</i>(1), 90-94. doi:<a target=""_blank"" href=""https://doi.org/10.3846/mla.2010.020"">10.3846/mla.2010.020</a>",T 001,IndexCopernicus,,,2010
3900676,S3,"Molis, M. (2010). Tiesiaeigio elektromagnetinio variklio matematinio modelio tyrimo rezultatai. <i><i>Mokslas – Lietuvos ateitis = Science – future of Lithuania: Elektronika ir elektrotechnika</i></i>, <i>2</i>(1), 99-102. doi:<a target=""_blank"" href=""https://doi.org/10.3846/mla.2010.022"">10.3846/mla.2010.022</a>",T 001,IndexCopernicus,,,2010
3900686,S3,"Krukonis, A. (2010). Baigtinių skirtumų metodo skaičiavimo būdų tyrimas. <i><i>Mokslas – Lietuvos ateitis = Science – future of Lithuania: Elektronika ir elektrotechnika</i></i>, <i>2</i>(1), 103-107. doi:<a target=""_blank"" href=""https://doi.org/10.3846/mla.2010.023"">10.3846/mla.2010.023</a>",T 001,IndexCopernicus,,,2010
3900703,S5,"Samalavičius, A. L. (2010). Jurga Ivanauskaitė (14 November 1961 - 17 February 2007). <i><i>Dictionary of literary biography. Vol. 353: Twenty-first-century Central and Eastern European writers</i></i>, 125-128.",H 003,,,,2010
3900711,S3,"Katkevičius, A. (2010). Linijų su periodiniais netolygumais savybių tyrimas. <i><i>Mokslas – Lietuvos ateitis = Science – future of Lithuania: Elektronika ir elektrotechnika</i></i>, <i>2</i>(1), 108-111. doi:<a target=""_blank"" href=""https://doi.org/10.3846/mla.2010.024"">10.3846/mla.2010.024</a>",T 001,IndexCopernicus,,,2010
3900721,S3,"Pomarnacki, R. (2010). Dispersinės lygties sprendimo būdai. <i><i>Mokslas – Lietuvos ateitis = Science – future of Lithuania: Elektronika ir elektrotechnika</i></i>, <i>2</i>(1), 112-116. doi:<a target=""_blank"" href=""https://doi.org/10.3846/mla.2010.025"">10.3846/mla.2010.025</a>",T 001,IndexCopernicus,,,2010
3900731,S3,"Plonis, D. (2010). Girotropinių bangolaidžių tyrimas. <i><i>Mokslas – Lietuvos ateitis = Science – future of Lithuania: Elektronika ir elektrotechnika</i></i>, <i>2</i>(1), 117-121. doi:<a target=""_blank"" href=""https://doi.org/10.3846/mla.2010.026"">10.3846/mla.2010.026</a>",T 001,IndexCopernicus,,,2010
3901110,S3,"Jasevičius, L. ir Masalskis, G. (2010). Optimalaus integrinių grandynų taškinių vaizdų vektorizavimo metodo tyrimas. <i><i>Mokslas – Lietuvos ateitis = Science – future of Lithuania: Elektronika ir elektrotechnika</i></i>, <i>2</i>(1), 14-18. doi:<a target=""_blank"" href=""https://doi.org/10.3846/mla.2010.003"">10.3846/mla.2010.003</a>",T 001,IndexCopernicus,,,2010
3901122,S3,"Bleizgys, V. ir Platakis, A. (2010). Valdymo grandinių įtakos IGBT tranzistoriaus dinaminiams parametrams tyrimas. <i><i>Mokslas – Lietuvos ateitis = Science – future of Lithuania: Elektronika ir elektrotechnika</i></i>, <i>2</i>(1), 59-62. doi:<a target=""_blank"" href=""https://doi.org/10.3846/mla.2010.013"">10.3846/mla.2010.013</a>",T 001,IndexCopernicus,,,2010
3901134,S1,"Čiegis, R., Jankevičiūtė, G., & Suboč, O. (2010). Numerical simulation of the heat conduction in composite materials. <i><i>Mathematical modelling and analysis: the Baltic journal on mathematical applications, numerical analysis and differential equations</i></i>, <i>15</i>(1), 9-22. doi:<a target=""_blank"" href=""https://doi.org/10.3846/1392-6292.2010.15.9-22"">10.3846/1392-6292.2010.15.9-22</a>",N 001,Zentralblatt MATH (zbMATH); Academic Search Complete; VINITI; Conference Proceedings Citation Index - Science (Web of Science); INSPEC; Science Citation Index Expanded (Web of Science),"IF: 0,685, AIF: 0,735, Q2 (2010, InCites JCR SCIE)","SNIP: 0,584, SJR: 0,339 (2010, Scopus Sources)",2010
3901171,S1,"Dementjev, A., Čiegis, R., Laukaitytė, I., & Slavinskis, N. (2010). Numerical analysis of laser diode longitudinally pumped solid-state laser generation dynamics using traveling wave model. <i><i>Mathematical modelling and analysis: the Baltic journal on mathematical applications, numerical analysis and differential equations</i></i>, <i>15</i>(1), 23-38. doi:<a target=""_blank"" href=""https://doi.org/10.3846/1392-6292.2010.15.23-38"">10.3846/1392-6292.2010.15.23-38</a>",N 001,Zentralblatt MATH (zbMATH); Academic Search Complete; VINITI; Conference Proceedings Citation Index - Science (Web of Science); INSPEC; Science Citation Index Expanded (Web of Science),"IF: 0,685, AIF: 0,735, Q2 (2010, InCites JCR SCIE)","SNIP: 0,584, SJR: 0,339 (2010, Scopus Sources)",2010
3901246,S1,"Liudvinavičius, L., & Lingaitis, L. P. (2010). New locomotive energy management systems. <i><i>Eksploatacja i Niezawodnosc – Maintenance and Reliability</i></i>, 1, 35-41. Retrieved 2008, November 25, from <a target=""_blank"" href=""http://www.ein.org.pl/podstrony/wydania/45/pdf/04.pdf"">http://www.ein.org.pl/podstrony/wydania/45/pdf/04.pdf</a>",T 003,Science Citation Index Expanded (Web of Science),"IF: 0,319, AIF: 0,998, Q3 (2010, InCites JCR SCIE)","SNIP: 0,143, SJR: 0,247 (2010, Scopus Sources)",2010
3901268,S1,"Juška, A. (2010). Plasma membrane calcium pump and sodium-calcium exchanger in maintenance and control of calcium concentrations in platelets. <i><i>Biochemical and Biophysical Research Communications</i></i>, <i>392</i>(1), 41-46. doi:<a target=""_blank"" href=""https://doi.org/10.1016/j.bbrc.2009.12.153"">10.1016/j.bbrc.2009.12.153</a>",T 005; N 010,ScienceDirect; MEDLINE; Science Citation Index Expanded (Web of Science),"IF: 2,595, AIF: 3,818, Q3 (2010, InCites JCR SCIE)","SNIP: 0,769, SJR: 1,367 (2010, Scopus Sources)",2010
3902222,S1,"Markauskas, D., Kačianauskas, R., Džiugys, A., & Navakas, R. (2010). Investigation of adequacy of multi-sphere approximation of elliptical particles for DEM simulations. <i><i>Granular matter</i></i>, <i>12</i>(1), 107-123. doi:<a target=""_blank"" href=""https://doi.org/10.1007/s10035-009-0158-y"">10.1007/s10035-009-0158-y</a>",T 006; T 007; T 009,Science Citation Index Expanded (Web of Science),"IF: 1,220, AIF: 2,264, Q2 (2010, InCites JCR SCIE)","SNIP: 1,447, SJR: 0,909 (2010, Scopus Sources)",2010
3902333,S6,"Jukna, A. (2010). Erazmus programa atvėrė galimybes pažinti iš arčiau Dicle universitetą Turkijoje. <i><i>Mokslas ir technika: Lietuvos MA ir Lietuvos inžinierių sąjungos mėnesinis žurnalas</i></i>, 2, 34-36.",N 002,,,,2010
3902433,S1,"Kirjackis, E. (2010). Estimates for the real taylor coefficients in one function class. <i><i>Siberian mathematical journal</i></i>, <i>51</i>(1), 48-52. doi:<a target=""_blank"" href=""https://doi.org/10.1007/s11202-010-0006-7"">10.1007/s11202-010-0006-7</a>",N 001,Zentralblatt MATH (zbMATH); VINITI; INSPEC; Science Citation Index Expanded (Web of Science),"IF: 0,388, AIF: 0,735, Q4 (2010, InCites JCR SCIE)","SNIP: 0,716, SJR: 0,452 (2010, Scopus Sources)",2010
3902481,S1,"Brauers, W. K. M., & Zavadskas, E. K. (2010). Project management by MULTIMOORA as an instrument for transition economies. <i><i>Technological and economic development of economy: Baltic journal on sustainability</i></i>, <i>16</i>(1), 5-24. doi:<a target=""_blank"" href=""https://doi.org/10.3846/tede.2010.01"">10.3846/tede.2010.01</a>",S 004,Scopus; Social Sciences Citation Index (Web of Science); ICONDA,"IF: 5,605, AIF: 1,188, Q1 (2010, InCites JCR SSCI)","SNIP: 0,920, SJR: 1,553 (2010, Scopus Sources)",2010
3902708,S1,"Antuchevičienė, J., Zavadskas, E. K., & Zakarevičius, A. (2010). Multiple criteria construction management decisions considering relations between criteria. <i><i>Technological and economic development of economy: Baltic journal on sustainability</i></i>, <i>16</i>(1), 109-125. doi:<a target=""_blank"" href=""https://doi.org/10.3846/tede.2010.07"">10.3846/tede.2010.07</a>",T 002; S 004; T 010,Scopus; Social Sciences Citation Index (Web of Science); ICONDA,"IF: 5,605, AIF: 1,188, Q1 (2010, InCites JCR SSCI)","SNIP: 0,920, SJR: 1,553 (2010, Scopus Sources)",2010
3902722,S1,"Podvezko, V., & Podviezko, A. (2010). Dependence of multi-criteria evaluation result on choice of preference functions and their parameters. <i><i>Technological and economic development of economy: Baltic journal on sustainability</i></i>, <i>16</i>(1), 143-158. doi:<a target=""_blank"" href=""https://doi.org/10.3846/tede.2010.09"">10.3846/tede.2010.09</a>",N 001; S 004; S 003,Scopus; CSA; Social Sciences Citation Index (Web of Science); Science Citation Index Expanded (Web of Science); ICONDA; Ebsco,"IF: 5,605, AIF: 1,188, Q1 (2010, InCites JCR SSCI)","SNIP: 0,920, SJR: 1,553 (2010, Scopus Sources)",2010
